TREATMENT,YEAR,TO_STREET,PROJECT_ID,COMMENTS,Shape__Length,OBJECTID,the_geom,CREATED_BY,MODIFIED_DATE,PW_CURRENT_YR_SERVICE_PLAN_ID,FROM_STREET,FULL_STREET_NAME,CREATED_DATE,MODIFIED_BY,PROJECT_DESCRIPTION
CRCKSL,2022,Huisache St,115942,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1263.044104,592,"MULTILINESTRING ((-97.725412977414 30.318258340268, -97.72745799581 30.319188291703, -97.728923433947 30.319925710747))",BSHARMA,,668,Leralynn St,GENARD ST,8/22/2021 19:00,,CRCKSL on GENARD ST from Leralynn St to Huisache St
SLCT6,2022,Airport Blvd,96952,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",4898.791671,62,"MULTILINESTRING ((-97.703089127906 30.253861700297, -97.701955404019 30.255617904163, -97.701680907078 30.256041322654, -97.700915137634 30.257227499691, -97.700086487632 30.258511393402, -97.699524375823 30.259344201205, -97.699115739102 30.260067397387, -97.698719104689 30.260669823117, -97.698342740037 30.261225908386, -97.698272341142 30.261367479598, -97.698127385387 30.261570775763, -97.696571309039 30.264022343521, -97.695751777053 30.265287147263, -97.695517062846 30.265615109985))",BSHARMA,,121,5Th St E,SPRINGDALE RD,8/22/2021 19:00,,SLCT6 on SPRINGDALE RD from 5Th St E to Airport Blvd
CRCKSL,2022,Mckinney Falls Pkwy,115848,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3872.472294,502,"MULTILINESTRING ((-97.694513227017 30.198127849769, -97.69441293382 30.198029960369, -97.693879074227 30.197859435647, -97.693709387112 30.197792486821, -97.693577875596 30.197723574478, -97.693456191269 30.197643808183, -97.692819157579 30.197118418565, -97.692664487698 30.197089430388, -97.692714848521 30.197227794293, -97.693152376282 30.197597938691, -97.693386972292 30.197767962254, -97.693519514572 30.197855928507, -97.69367687172 30.197933789833, -97.693883393402 30.198007301276, -97.694372412785 30.198166477945, -97.694513227017 30.198127849769), (-97.696213887937 30.199212588369, -97.696176583264 30.199096800221, -97.695512245802 30.198515249903, -97.695361637092 30.198408156127, -97.695261725058 30.198349605337, -97.695089586041 30.198269186126, -97.694638890079 30.19810488876, -97.694513227017 30.198127849769), (-97.696213887937 30.199212588369, -97.696071145075 30.199187287982, -97.695681563528 30.198842839776, -97.695402044844 30.19861086466, -97.695202679721 30.198468826809, -97.694976700211 30.19837035592, -97.694583686095 30.198241103805, -97.694513227017 30.198127849769), (-97.696213887937 30.199212588369, -97.696356338127 30.199247453801, -97.697307327434 30.200050262576, -97.697362756432 30.200194652436, -97.697179251843 30.200150764061, -97.696243733063 30.199331385778, -97.696213887937 30.199212588369))",BSHARMA,,574,7320,ASPEN GLENN BLVD,8/22/2021 19:00,,CRCKSL on ASPEN GLENN BLVD from 7320 to Mckinney Falls Pkwy
CRCKSL,2022,Fleetridge Dr,116024,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",572.3912312,698,"MULTILINESTRING ((-97.640837204117 30.299509620322, -97.641458670284 30.299984742342, -97.640977460565 30.300730997169))",BSHARMA,,750,Colony Loop Dr,PONDSDALE LN,8/22/2021 19:00,,CRCKSL on PONDSDALE LN from Colony Loop Dr to Fleetridge Dr
SLCT6,2022,Cul De Sac,97228,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1308.173816,288,"MULTILINESTRING ((-97.618052080496 30.388668345459, -97.617905831506 30.388850601618, -97.61778161048 30.389011072898, -97.617701559307 30.389120578395, -97.617585449487 30.38929604603, -97.617162691476 30.389943954467, -97.616693439254 30.390664258679, -97.616324739397 30.391245456125, -97.615988785897 30.391786942338))",BSHARMA,,354,Bach Dr,LISMORE LN,8/22/2021 19:00,,SLCT6 on LISMORE LN from Bach Dr to Cul De Sac
SLCT6,2022,24Th St W,97233,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",680.9600038,292,"MULTILINESTRING ((-97.751090367976 30.286614087378, -97.750572580611 30.287443320491, -97.750448399559 30.288366256112))",BSHARMA,,359,22Nd 1/2 St W,LONGVIEW ST,8/22/2021 19:00,,SLCT6 on LONGVIEW ST from 22Nd 1/2 St W to 24Th St W
SLCT6,2022,7507,97070,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",128.1566919,217,"MULTILINESTRING ((-97.798994022169 30.38182825869, -97.79939191802 30.381900120621))",BSHARMA,,222,Jester Blvd,CLOVE CV,8/22/2021 19:00,,SLCT6 on CLOVE CV from Jester Blvd to 7507
SLCT6,2022,Bay City Bnd,97201,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",618.1284916,320,"MULTILINESTRING ((-97.670241081061 30.259718035606, -97.670293683862 30.259933662303, -97.670310868223 30.260028563902, -97.670312271872 30.260097352652, -97.67030440204 30.260203193992, -97.670256301789 30.260414877885, -97.670053744326 30.261391681016))",BSHARMA,,329,Hester Rd,KINGSLAND WAY,8/22/2021 19:00,,SLCT6 on KINGSLAND WAY from Hester Rd to Bay City Bnd
SLCT6,2022,Great Northern Blvd,97376,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1626.054404,546,"MULTILINESTRING ((-97.74171953065 30.352313860633, -97.742592403887 30.352639536966, -97.746238232823 30.354456860989))",BSHARMA,,476,Shoal Creek Blvd,STARDUST DR,8/22/2021 19:00,,SLCT6 on STARDUST DR from Shoal Creek Blvd to Great Northern Blvd
Overlay,2022,Tannehill Ln,96830,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",978.6972545,12,"MULTILINESTRING ((-97.679047536831 30.276381020342, -97.678342933487 30.276536947136, -97.678070329642 30.276536496955, -97.676672834496 30.276351117242, -97.676357408869 30.276310775186, -97.676007754995 30.276210754344))",BSHARMA,,12,Delano St,JACKIE ROBINSON ST,8/22/2021 19:00,,Overlay on JACKIE ROBINSON ST from Delano St to Tannehill Ln
Overlay,2022,Scenic Dr,96927,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1086.117183,94,"MULTILINESTRING ((-97.769030834853 30.307346062306, -97.769232934757 30.307528691166, -97.769267088219 30.307562737607, -97.769308815395 30.307609690207, -97.769378148915 30.307681726236, -97.769394372805 30.307709524861, -97.769409389866 30.307740243921, -97.769416494528 30.307770804718, -97.769422338295 30.307806246203, -97.769424842265 30.307839659554, -97.76941384702 30.307913031687, -97.769226515231 30.308700383779, -97.769018027453 30.30974860627, -97.769010871527 30.309777307251, -97.769002524708 30.309810563715, -97.768839516134 30.31014691228))",BSHARMA,,98,Pecos St,WADE AVE,8/22/2021 19:00,,Overlay on WADE AVE from Pecos St to Scenic Dr
SLCT6,2022,1126,97121,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1168.917571,338,"MULTILINESTRING ((-97.751857838894 30.278946616049, -97.752005932649 30.279092075419, -97.752034680862 30.279115313861, -97.752052810096 30.27912889614, -97.752094554695 30.279154283776), (-97.752094554695 30.279154283776, -97.752445975993 30.279233114809, -97.752493711434 30.279237852753, -97.752533938632 30.27923866291, -97.752606915547 30.279235056505, -97.75260229305 30.279285946097, -97.752599897134 30.279322743788, -97.752602845719 30.279356764694, -97.7526076653 30.279390142571, -97.752615839776 30.279420045231, -97.752628110893 30.279449323898, -97.752643682942 30.27948477651, -97.752663439693 30.279523942121, -97.752673922643 30.27954380268, -97.752688616333 30.279566402111, -97.752724969093 30.27960294359), (-97.752094554695 30.279154283776, -97.752338367437 30.279499151963, -97.752724969093 30.27960294359), (-97.752724969093 30.27960294359, -97.752953137095 30.279765531385), (-97.752953137095 30.279765531385, -97.753023037108 30.279867711273, -97.753072143544 30.279914383164, -97.75310026412 30.279951858912, -97.753166968149 30.280082330356), (-97.752953137095 30.279765531385, -97.753064438502 30.279813785663, -97.753480824466 30.280103418552, -97.753571131531 30.280192614809))",BSHARMA,,260,Parkway,ENFIELD RD,8/22/2021 19:00,,SLCT6 on ENFIELD RD from Parkway to 1126
SLCT6,2022,3315,96950,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",757.5145956,60,"MULTILINESTRING ((-97.731842262479 30.2195603999, -97.731856298095 30.219471986598, -97.731875506724 30.219409036495, -97.731910057631 30.219318509606, -97.732003614441 30.219094882247, -97.732750157558 30.217637403248))",BSHARMA,,119,3209,S PLEASANT VALLEY RD,8/22/2021 19:00,,SLCT6 on S PLEASANT VALLEY RD from 3209 to 3315
SLCT6,2022,Jarratt Ave,97152,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1256.991118,793,"MULTILINESTRING ((-97.752217287376 30.294894828157, -97.752611025624 30.295282303994, -97.75463059225 30.296266319667, -97.754791733402 30.296343188251, -97.755569462432 30.296714258825))",BSHARMA,,286,Mc Callum Dr,GASTON AVE,8/22/2021 19:00,,SLCT6 on GASTON AVE from Mc Callum Dr to Jarratt Ave
CRCKSL,2022,Red River St,115830,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",896.6744784,484,"MULTILINESTRING ((-97.723074794202 30.304494703352, -97.721919714571 30.303956858627, -97.720563907967 30.303340652062))",BSHARMA,,556,Eilers Ave,E 44TH ST,8/22/2021 19:00,,CRCKSL on E 44TH ST from Eilers Ave to Red River St
CRCKSL,2022,Switch Willo,116081,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",678.9072757,724,"MULTILINESTRING ((-97.73158387948 30.412469757402, -97.731056808588 30.413131732481, -97.73058291112 30.414111559393))",BSHARMA,,807,Duval Rd,WHISPERING VALLEY DR,8/22/2021 19:00,,CRCKSL on WHISPERING VALLEY DR from Duval Rd to Switch Willo
SLCT6,2022,Stassney Ln E,97422,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1042.751527,471,"MULTILINESTRING ((-97.745581139045 30.196672101503, -97.745649642948 30.196576812081, -97.745761872558 30.196389280306, -97.745797019571 30.196307618375, -97.745842278747 30.196158117759, -97.745872886744 30.195969293944, -97.745843889724 30.195482038012, -97.745807266867 30.195054915087, -97.745795293675 30.19483285945, -97.745805181987 30.194772194609, -97.745822448682 30.194694929404, -97.745863280007 30.19460433379, -97.745957551051 30.194470152837, -97.746009119666 30.194392398153, -97.74604455283 30.194300015707, -97.746067453404 30.194214530843, -97.746051531481 30.193911728459))",BSHARMA,,514,5201,VILLAGE TRL,8/22/2021 19:00,,SLCT6 on VILLAGE TRL from 5201 to Stassney Ln E
Overlay,2022,Valleyridge Dr,96916,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",751.8397831,84,"MULTILINESTRING ((-97.775438834265 30.238442434023, -97.776028417358 30.237469592493, -97.776529600949 30.236604996724))",BSHARMA,,88,Lightsey Rd,SOUTH OAK DR,8/22/2021 19:00,,Overlay on SOUTH OAK DR from Lightsey Rd to Valleyridge Dr
SLCT6,2022,Glen Rose Dr,97117,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",3186.436393,336,"MULTILINESTRING ((-97.769428968795 30.32080464306, -97.76927553903 30.32104294401, -97.769253006727 30.321101018788, -97.769239605349 30.321154074612, -97.769230803853 30.321372395576, -97.769222137659 30.321416442494, -97.769209045156 30.321457798377, -97.769194662719 30.321491326101, -97.768896787056 30.321951890391, -97.768711911229 30.322173924349, -97.768677976521 30.322214803089, -97.768642736407 30.322253281822, -97.768590923162 30.322297366287, -97.768467893916 30.322394644243, -97.768327858439 30.322488020154, -97.768223651657 30.322546492486, -97.768134187123 30.322608226634, -97.768051343119 30.322667700401, -97.768004554625 30.322711400436, -97.767965616764 30.322751888382, -97.767944459265 30.322780940036, -97.767933113528 30.322805980007, -97.767918813917 30.322832642013, -97.767909321445 30.32286108651, -97.767904701329 30.322888786214, -97.767908823775 30.322970797804, -97.767273493056 30.323709870559, -97.766725248232 30.324345930324, -97.766399692134 30.324632290842, -97.766366062411 30.324664317311, -97.766339023702 30.324695054158, -97.766312761376 30.324731166266, -97.766222080909 30.324901707404, -97.766168960516 30.324988792096, -97.766134876898 30.325037870112, -97.765828615023 30.325431660503, -97.765579894279 30.325763477234, -97.765451009914 30.325948615093, -97.765330782917 30.326143481948, -97.765213661243 30.326322164995, -97.765060545611 30.326534167529, -97.764271782995 30.327468864898, -97.764217199992 30.327546461819, -97.764147640547 30.327648609648, -97.76406025467 30.327795787696, -97.763937945472 30.328013363827))",BSHARMA,,258,Balcones Dr,EDGEMONT DR,8/22/2021 19:00,,SLCT6 on EDGEMONT DR from Balcones Dr to Glen Rose Dr
SLCT6,2022,13400,97297,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",4762.870556,427,"MULTILINESTRING ((-97.629320593787 30.172337187122, -97.627805211044 30.171635761677, -97.627547521066 30.171512213115, -97.623114030782 30.169434370046, -97.62008309307 30.167992157152, -97.618355052703 30.16717608153, -97.616690892227 30.166391262136, -97.61606641414 30.166102772836))",BSHARMA,,411,Ross Rd,PEARCE LN,8/22/2021 19:00,,SLCT6 on PEARCE LN from Ross Rd to 13400
SLCT6,2022,Palo Blanco Ln,97092,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",655.4266263,792,"MULTILINESTRING ((-97.750582455449 30.197299413458, -97.750309533162 30.197176084079, -97.749833930951 30.196922974952, -97.749703630479 30.196863029022, -97.749601360202 30.196832334456, -97.749115073755 30.196826096008, -97.749008211938 30.196813185392, -97.748893632111 30.1967822418, -97.748799813393 30.196744538838, -97.748682687583 30.196684500248))",BSHARMA,,238,Pine Pl,DEADWOOD DR,8/22/2021 19:00,,SLCT6 on DEADWOOD DR from Pine Pl to Palo Blanco Ln
SLCT6,2022,Patton Ranch Rd,97351,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1170.514267,384,"MULTILINESTRING ((-97.85550086528 30.238458029653, -97.856198644772 30.238650575002, -97.856834923668 30.23876732638, -97.85915262577 30.238917867132))",BSHARMA,,455,Parkwood Dr,SCHOOL RD,8/22/2021 19:00,,SLCT6 on SCHOOL RD from Parkwood Dr to Patton Ranch Rd
SLCT6,2022,Crowncrest Dr,97046,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1634.997108,196,"MULTILINESTRING ((-97.75180392164 30.366850982982, -97.751073791331 30.367753253019, -97.750749190374 30.3686818374, -97.749941774702 30.369991247853, -97.749387313182 30.370796934315))",BSHARMA,,201,Spicewood Springs Rd,CARDIN DR,8/22/2021 19:00,,SLCT6 on CARDIN DR from Spicewood Springs Rd to Crowncrest Dr
CRCKSL,2022,9106,115927,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",120.854584,632,"MULTILINESTRING ((-97.762789115057 30.392494163154, -97.76284685729 30.392619085704, -97.762906011803 30.392810044865))",BSHARMA,,653,Doe Valley Ln,ECHO POINT CV,8/22/2021 19:00,,CRCKSL on ECHO POINT CV from Doe Valley Ln to 9106
SLCT6,2022,Pilgrims Pl,97372,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",13272.2232,542,"MULTILINESTRING ((-97.793774681857 30.420863899087, -97.793820456941 30.420994703086, -97.794038370143 30.421287909869, -97.794556959101 30.421849308787), (-97.787579337416 30.422421140468, -97.787351837736 30.422390581796, -97.786531958681 30.422551023327, -97.786382494242 30.422596243072, -97.786137178856 30.422681420389, -97.786024149064 30.422788997906), (-97.787579337416 30.422421140468, -97.787406356197 30.422503657011, -97.78660588939 30.422666849416, -97.786306252085 30.422746851079, -97.786181033312 30.422794477018, -97.786024149064 30.422788997906), (-97.786024149064 30.422788997906, -97.785980013014 30.422895550016, -97.785862968417 30.422962892794, -97.785697127242 30.423074152315, -97.785565278231 30.423178082966, -97.785445633854 30.423284923613, -97.785341103974 30.42340705357, -97.785258374774 30.423507641094, -97.785178414239 30.423625940705, -97.785094883985 30.423762816678, -97.785015462574 30.423950737938, -97.784917268379 30.424018041638), (-97.786024149064 30.422788997906, -97.785871870278 30.422816999108, -97.785609820299 30.422986553636, -97.785477043624 30.423100366994, -97.785339242231 30.423230169933, -97.785186029528 30.423415911137, -97.785022493808 30.423641574618, -97.784968686632 30.423748952004, -97.784886739981 30.423921943721, -97.784917268379 30.424018041638), (-97.789836300537 30.423003911208, -97.789770842121 30.422891582881, -97.789623201377 30.422830459581, -97.789531071024 30.422787213442, -97.789352866938 30.422691297359, -97.789128638563 30.422582449664, -97.788954324659 30.422514718556, -97.788724438362 30.422445912858, -97.788535702227 30.422397972661, -97.788374221651 30.422370677621, -97.788184743297 30.422350858114, -97.788041362927 30.422339983569, -97.787920925551 30.422337594893, -97.787735442388 30.4223419469, -97.787579337416 30.422421140468), (-97.789836300537 30.423003911208, -97.789701776592 30.423010953722, -97.789607841334 30.422965141562, -97.789270003531 30.42279114212, -97.789111788617 30.422712233968, -97.788870200093 30.422619048611, -97.788657032296 30.422551674396, -97.788439832221 30.422500006788, -97.788189282943 30.422469790137, -97.787981994382 30.422456217931, -97.78775619833 30.42245487483, -97.787579337416 30.422421140468), (-97.789836300537 30.423003911208, -97.789978647698 30.422983024389, -97.790166093232 30.423043863425, -97.790380129822 30.42310124109, -97.790574029379 30.423129175891, -97.790773301144 30.423129108415, -97.7910099387 30.423117734374, -97.791261136077 30.42308255537, -97.792734105623 30.422758277664, -97.793028038248 30.422683786365, -97.793195950409 30.422642912053, -97.79330825793 30.422600964525, -97.793458173865 30.422539683773, -97.7936209313 30.422533031047, -97.793510900937 30.422635503719, -97.793303944097 30.422720106063, -97.793102316473 30.422787926521, -97.792896281084 30.42283874487, -97.791469665336 30.42315263867, -97.791063079442 30.423229075446, -97.790882182013 30.423250822471, -97.790721316395 30.423251871048, -97.790570411985 30.423244645757, -97.790390595915 30.423224195886, -97.790207097368 30.423186950758, -97.789998345884 30.423127724807, -97.789922099234 30.423098297874, -97.789836300537 30.423003911208), (-97.784917268379 30.424018041638, -97.784950398268 30.42411897679, -97.78491971134 30.424237732091, -97.784894048672 30.42438851857, -97.784884728054 30.424563392467, -97.784894185557 30.424738639241, -97.784912924623 30.424918140816, -97.784937494483 30.425023554064, -97.784895863646 30.425139699265), (-97.784917268379 30.424018041638, -97.784824120367 30.42410214002, -97.784790148185 30.424287525738, -97.784767587337 30.424405012198, -97.784764115237 30.424536326871, -97.784767167961 30.424714939402, -97.784781893622 30.424893783732, -97.784805427449 30.425032373008, -97.784895863646 30.425139699265), (-97.784895863646 30.425139699265, -97.784979328874 30.425213002881, -97.785130005534 30.425783554265, -97.785146025877 30.425871443087, -97.785153304961 30.425943041375, -97.785160327519 30.426024343261, -97.785149038725 30.426190844577, -97.785132420094 30.426299648006, -97.785114303175 30.426378690539, -97.785069008147 30.426532580194, -97.784975889429 30.426590276078), (-97.784895863646 30.425139699265, -97.784863362269 30.425222636642, -97.785018418249 30.425797978208, -97.785037103806 30.425973518211, -97.785033186506 30.426121683618, -97.785013548155 30.426276275202, -97.784970271556 30.426443846575, -97.784950732182 30.426502260816, -97.784975889429 30.426590276078), (-97.784975889429 30.426590276078, -97.784903469741 30.426617716643, -97.784809410094 30.426789010172, -97.784749669144 30.426883068065, -97.784700456471 30.42694383589, -97.784596042684 30.427069790623, -97.784460752924 30.427188366258, -97.784301937557 30.427313240349, -97.78399570117 30.427508922624, -97.78400318965 30.427572576677), (-97.784975889429 30.426590276078, -97.785016669687 30.426658771605, -97.784965849866 30.42676233037, -97.784905951367 30.426862353437, -97.784801619645 30.426997221052, -97.784718765472 30.427098795948, -97.784603696351 30.427207624521, -97.784526306596 30.427275368649, -97.78442809492 30.42735279295, -97.784087621677 30.427584182466, -97.78400318965 30.427572576677), (-97.78400318965 30.427572576677, -97.784011814542 30.42763526318, -97.783414299355 30.428036906609, -97.783274278793 30.428159045012, -97.783151850556 30.428285603328, -97.783059874987 30.428316779826), (-97.78400318965 30.427572576677, -97.783931571102 30.427552891832, -97.783835252644 30.427613906279, -97.783542390376 30.427810238229, -97.783312203477 30.427987572329, -97.78317673193 30.428112908891, -97.783059279576 30.428236128065, -97.783059874987 30.428316779826), (-97.783059874987 30.428316779826, -97.783061435609 30.428404134089, -97.782683300301 30.428892698441, -97.782175539551 30.429495299624, -97.782006968999 30.429669510722, -97.781828770048 30.429821362466, -97.781588506835 30.429994175292, -97.78135649537 30.430135797886, -97.781238052914 30.430152392636), (-97.783059874987 30.428316779826, -97.782954402644 30.428348265632, -97.782401481423 30.429072057764, -97.782217453307 30.429303911535, -97.782069813211 30.429467977433, -97.781918017247 30.429601981857, -97.781730624152 30.429773838185, -97.781529436803 30.429906860234, -97.78137362872 30.430006542546, -97.781292109456 30.430050274753, -97.781238052914 30.430152392636), (-97.781238052914 30.430152392636, -97.781164560733 30.430246560591, -97.780971642061 30.430352517858, -97.780836881117 30.430366889994), (-97.781238052914 30.430152392636, -97.781103543423 30.430157281373, -97.780908667258 30.430255663686, -97.780836881117 30.430366889994), (-97.780836881117 30.430366889994, -97.780777668452 30.43045754625, -97.780118458234 30.430845846489, -97.779980956381 30.430880983296, -97.780044189665 30.430761996353, -97.780337258069 30.430586056175, -97.780721235409 30.430361757201, -97.780836881117 30.430366889994))",BSHARMA,,472,8000,SPICEWOOD SPRINGS RD,8/22/2021 19:00,,SLCT6 on SPICEWOOD SPRINGS RD from 8000 to Pilgrims Pl
CRCKSL,2022,Magnolia Mound Trl,116050,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",107.7369482,750,"MULTILINESTRING ((-97.748247772795 30.437833173544, -97.748105645934 30.438102596606))",BSHARMA,,776,12700,SLIDELL CT,8/22/2021 19:00,,CRCKSL on SLIDELL CT from 12700 to Magnolia Mound Trl
CRCKSL,2022,Stout Oak Trl,115964,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",436.6194711,613,"MULTILINESTRING ((-97.813584387501 30.455813103334, -97.814961682445 30.455680609401))",BSHARMA,,690,Wander Ln,IRON OAK TRL,8/22/2021 19:00,,CRCKSL on IRON OAK TRL from Wander Ln to Stout Oak Trl
CRCKSL,2022,Yarborough Av,116051,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1313.282798,751,"MULTILINESTRING ((-97.698006541743 30.198270481543, -97.69793047445 30.198036511061, -97.697827803069 30.197719262307, -97.697738136157 30.1975311902, -97.697638323414 30.197410952905, -97.697481635886 30.197260886012, -97.697276691573 30.197066864896, -97.696630012905 30.196581038645, -97.696015943323 30.196068872235, -97.695414200064 30.195547302987))",BSHARMA,,777,Cedar Edge Dr,SOUTH GLENN ST,8/22/2021 19:00,,CRCKSL on SOUTH GLENN ST from Cedar Edge Dr to Yarborough Av
Overlay,2022,West Gate Blvd,96883,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",478.178061,29,"MULTILINESTRING ((-97.816465252142 30.202563487239, -97.81656411914 30.202931218576, -97.816692447653 30.203049252822, -97.817461954808 30.2034411635))",BSHARMA,,58,Whispering Oaks Dr,HIDDEN OAKS DR,8/22/2021 19:00,,Overlay on HIDDEN OAKS DR from Whispering Oaks Dr to West Gate Blvd
CRCKSL,2022,Millwright Pkwy,115876,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",754.3454027,665,"MULTILINESTRING ((-97.801032788661 30.454053458029, -97.801861886738 30.453610504449, -97.803192228476 30.453180175729))",BSHARMA,,602,Firethorn Ln,BROKEN SHOE TRL,8/22/2021 19:00,,CRCKSL on BROKEN SHOE TRL from Firethorn Ln to Millwright Pkwy
SLCT6,2022,Anderson Lane Svc Rd Eb  W,97271,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",2898.494525,405,"MULTILINESTRING ((-97.712054677745 30.336663657498, -97.711552799788 30.337484008624, -97.711038072032 30.338251838139, -97.710262122947 30.338918059277, -97.709587650273 30.339583602028), (-97.708658943883 30.340502472886, -97.708251054527 30.34092593184, -97.70752502369 30.34162066299, -97.707069106504 30.342089891275, -97.706593057679 30.342308421538, -97.706076062472 30.34283690355, -97.705606099023 30.343489536722, -97.705389758633 30.343706508509))",BSHARMA,,387,St Johns Ave W,NORTHCREST BLVD,8/22/2021 19:00,,SLCT6 on NORTHCREST BLVD from St Johns Ave W to Anderson Lane Svc Rd Eb  W
Overlay,2022,DE,116195,"Not all segments may have been mapped or labelled correctly, actual work scheduling is contingent to utility clearance, available funding, and other factors; for questions/comments contact Travis Christopher at travis.christopher@austintexas.gov",1690.438019,841,"MULTILINESTRING ((-97.693947949908 30.420451279968, -97.694605770617 30.420621579685, -97.695147244952 30.42104252005, -97.695810428505 30.421509965679, -97.696502527507 30.421848733623, -97.697207318747 30.42218775845, -97.698071174011 30.422629059592, -97.698487094992 30.422854880069))",BSHARMA,,845,Lamplight Village Ave,SINGLETREE AVE,8/22/2021 19:00,,Overlay on SINGLETREE AVE from Lamplight Village Ave to DE
