Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category,Most Recent Inspection Grade,Second Most Recent Inspection Grade,Third Most Recent Inspection Grade,Most Recent Inspection Year,Second Most Recent Inspection Year,Third Most Recent Inspection Year,Functional Class,Days Since Last Maintenance,Number of Maintenance Events,Average Time Between Maintenances,Street Combination,Maintenance Dates
CRCKSL,5304954,7.0,GARAMOND,CONSOLAS DR,CALIBRI LN,201,30.0,0.11,3/19/2018 0:00,47228,,PM Crack Seal,A,B,B,2020.0,2018.0,2018.0,Residential,1739,2,592.0,GARAMOND|CALIBRI LN|CONSOLAS DR,"['2018-03-19', '2017-02-06', '2015-02-18', '2013-09-22', '2011-09-06', '2010-02-26', '2008-09-04', '2007-03-18', '2005-09-05']"
CRCKSL,3499686,1.0,GRAMPIAN CV,ADAIR DR,CUL DE SAC,266,28.0,0.14,3/19/2018 0:00,47233,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2331,1,,GRAMPIAN CV|ADAIR DR|CUL DE SAC,"['2018-03-19', '2017-05-17', '2016-08-18', '2015-10-01', '2014-11-10', '2014-03-04', '2013-04-14', '2012-04-07', '2011-03-30', '2010-03-11']"
CRCKSL,3195372,2.0,IPSWICH BAY DR,PANADERO DR,9208,335,27.0,0.08,3/19/2018 0:00,47241,,PM Crack Seal,D,B,B,2022.0,2019.0,2017.0,Residential,2331,2,523.0,IPSWICH BAY DR|9208|PANADERO DR,"['2018-03-19', '2016-06-07', '2014-07-08', '2013-05-07', '2012-01-02', '2010-05-06', '2008-10-01', '2007-08-07', '2005-10-05']"
CRCKSL,5109755,2.0,KILDAY CV,ONDANTRA BND,CUL DE SAC,483,30.0,0.27,3/19/2018 0:00,47247,,PM Crack Seal,B,B,C,2022.0,2019.0,2017.0,Residential,1739,2,592.0,KILDAY CV|CUL DE SAC|ONDANTRA BND,"['2018-03-19', '2016-03-02', '2015-01-01', '2013-05-29', '2011-05-17', '2009-12-27', '2008-08-14', '2006-10-17', '2004-06-05']"
CRCKSL,3313828,2.0,LEEDS MOUNTAIN CV,QUINTON DR,CUL DE SAC,221,27.0,0.11,3/19/2018 0:00,47256,,PM Crack Seal,C,B,B,2022.0,2019.0,2017.0,Residential,2331,1,,LEEDS MOUNTAIN CV|CUL DE SAC|QUINTON DR,"['2018-03-19', '2017-03-06', '2016-02-22', '2015-01-21', '2013-09-24', '2012-07-25', '2011-11-14', '2011-03-06', '2010-02-02', '2009-04-09']"
CRCKSL,3499682,1.0,MACIVER DR,ADAIR DR,CUL DE SAC,147,28.0,0.08,3/19/2018 0:00,47262,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2331,1,,MACIVER DR|ADAIR DR|CUL DE SAC,"['2018-03-19', '2017-06-24', '2016-09-30', '2015-12-30', '2015-06-14', '2014-06-27', '2013-08-15', '2012-06-11', '2011-07-01', '2010-07-26']"
CRCKSL,5097290,1.0,MAGNUS ST,,,258,37.1,0.18,3/19/2018 0:00,47264,,PM Crack Seal,F,D,D,2020.0,2018.0,2018.0,Collector,2331,1,,MAGNUS ST|nan|nan,"['2018-03-19', '2017-02-19', '2016-04-29', '2015-08-17', '2014-05-11', '2013-05-03', '2012-03-22', '2011-06-09', '2010-02-03', '2008-11-12']"
CRCKSL,3354998,2.0,QUINTON DR,6406,LEEDS MOUNTAIN CV,144,33.0,0.1,3/19/2018 0:00,47296,,PM Crack Seal,D,C,C,2022.0,2019.0,2017.0,Collector,2331,1,,QUINTON DR|6406|LEEDS MOUNTAIN CV,"['2018-03-19', '2017-06-09', '2016-11-07', '2016-01-14', '2015-05-23', '2014-04-06', '2013-05-17', '2012-04-09', '2011-03-22', '2010-05-28']"
CRCKSL,3355001,2.0,QUINTON DR,LEEDS MOUNTAIN CV,6515,145,33.0,0.1,3/19/2018 0:00,47296,,PM Crack Seal,B,C,D,2022.0,2019.0,2017.0,Collector,2331,1,,QUINTON DR|6515|LEEDS MOUNTAIN CV,"['2018-03-19', '2017-07-31', '2016-06-30', '2015-06-08', '2013-11-22', '2013-01-26', '2012-01-16', '2011-02-09', '2010-07-26', '2009-04-20']"
CRCKSL,3504570,2.0,RIDGEWELL LN,BAYTHRONE DR,ASHEN LN,349,28.0,0.19,3/19/2018 0:00,47301,,PM Crack Seal,B,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,RIDGEWELL LN|ASHEN LN|BAYTHRONE DR,"['2018-03-19', '2017-04-11', '2016-04-13', '2015-04-29', '2014-09-13', '2013-06-05', '2012-11-09', '2012-04-06', '2011-06-19', '2010-08-17']"
CRCKSL,3504574,2.0,RIDGEWELL LN,ASHEN LN,SUNDERLAND TRL,255,28.0,0.14,3/19/2018 0:00,47301,,PM Crack Seal,D,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,RIDGEWELL LN|ASHEN LN|SUNDERLAND TRL,"['2018-03-19', '2016-12-05', '2016-04-28', '2015-04-07', '2014-02-12', '2013-01-21', '2012-03-01', '2011-05-15', '2009-11-30', '2008-11-26']"
CRCKSL,5060979,1.0,SATCHEL DR,MUSKET VALLEY TRL,BISCUIT DR,817,2.8,0.43,3/19/2018 0:00,47307,,PM Crack Seal,A,B,B,2020.0,2018.0,2018.0,Residential,1739,2,592.0,SATCHEL DR|BISCUIT DR|MUSKET VALLEY TRL,"['2018-03-19', '2016-09-22', '2015-09-17', '2014-03-25', '2012-03-22', '2010-10-03', '2009-02-11', '2007-06-19', '2006-02-20']"
CRCKSL,5280424,2.0,SLATER DR,BAYTHORNE DR,CHARLES MERLE DR,908,28.0,0.48,3/19/2018 0:00,47310,,PM Crack Seal,B,B,A,2022.0,2019.0,2017.0,Residential,2134,2,197.0,SLATER DR|BAYTHORNE DR|CHARLES MERLE DR,"['2018-03-19', '2017-08-20', '2016-12-26', '2016-07-06', '2016-01-24', '2015-08-31', '2014-11-26', '2014-05-02', '2013-12-15']"
CRCKSL,5061079,1.0,SLY BEAVER DR,10900,MC DONALD WAY,137,28.0,0.08,3/19/2018 0:00,47311,,PM Crack Seal,C,B,B,2020.0,2018.0,2018.0,Residential,1739,2,592.0,SLY BEAVER DR|10900|MC DONALD WAY,"['2018-03-19', '2015-10-01', '2014-06-26', '2012-10-18', '2011-11-02', '2009-01-12', '2007-11-19', '2006-09-15', '2005-09-04']"
CRCKSL,5335026,1.0,STIRRAT ST,KEARNS DR,HOUTMAN DR,547,30.0,0.31,3/19/2018 0:00,47319,,PM Crack Seal,F,C,C,2020.0,2018.0,2018.0,Residential,2331,1,,STIRRAT ST|HOUTMAN DR|KEARNS DR,"['2018-03-19', '2016-12-15', '2015-08-29', '2014-08-24', '2013-07-26', '2012-08-11', '2011-06-13', '2010-09-04', '2009-10-25', '2008-09-21']"
CRCKSL,5335042,1.0,STIRRAT ST,HENNEMAN DR,KEARNS DR,281,30.0,0.16,3/19/2018 0:00,47319,,PM Crack Seal,F,C,C,2020.0,2018.0,2018.0,Residential,2331,1,,STIRRAT ST|HENNEMAN DR|KEARNS DR,"['2018-03-19', '2017-07-19', '2016-05-14', '2015-01-22', '2014-06-01', '2013-03-14', '2012-05-15', '2011-06-26', '2010-08-23', '2009-07-04']"
CRCKSL,5335024,1.0,STIRRAT ST,HOUTMAN DR,3221,133,30.0,0.08,3/19/2018 0:00,47319,,PM Crack Seal,F,A,A,2020.0,2018.0,2018.0,Residential,2331,1,,STIRRAT ST|3221|HOUTMAN DR,"['2018-03-19', '2017-03-29', '2016-01-29', '2014-08-03', '2013-05-16', '2012-07-23', '2011-07-16', '2010-11-22', '2010-01-15', '2009-02-06']"
CRCKSL,3365388,1.0,STIRRAT ST,CANTARRA DR,CUL DE SAC,338,27.0,0.18,3/19/2018 0:00,47319,,PM Crack Seal,F,F,F,2020.0,2018.0,2018.0,Residential,2331,1,,STIRRAT ST|CANTARRA DR|CUL DE SAC,"['2018-03-19', '2017-05-06', '2016-08-28', '2015-07-08', '2014-08-03', '2013-08-23', '2012-12-09', '2011-12-22', '2010-12-29', '2009-11-27']"
CRCKSL,3504557,2.0,SUNDERLAND TRL,CAPITOL VIEW DR,RIDGEWELL RD,285,30.0,0.16,3/19/2018 0:00,47322,,PM Crack Seal,D,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,SUNDERLAND TRL|CAPITOL VIEW DR|RIDGEWELL RD,"['2018-03-19', '2017-05-30', '2016-02-07', '2014-09-30', '2014-04-18', '2013-07-14', '2012-09-15', '2011-10-15', '2011-01-24', '2009-12-22']"
CRCKSL,3504819,2.0,SUNDERLAND TRL,ASHEN LN,WINTER HAVEN RD,270,28.0,0.14,3/19/2018 0:00,47322,,PM Crack Seal,F,C,D,2022.0,2019.0,2017.0,Residential,2331,1,,SUNDERLAND TRL|ASHEN LN|WINTER HAVEN RD,"['2018-03-19', '2017-04-29', '2015-10-27', '2015-01-03', '2013-12-30', '2012-11-01', '2011-11-03', '2011-03-12', '2009-12-01', '2008-08-07']"
CRCKSL,3504576,2.0,SUNDERLAND TRL,RIDGEWELL RD,NORWICH CASTLE DR,667,28.0,0.35,3/19/2018 0:00,47322,,PM Crack Seal,D,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,SUNDERLAND TRL|NORWICH CASTLE DR|RIDGEWELL RD,"['2018-03-19', '2016-11-29', '2016-01-25', '2015-04-23', '2014-08-08', '2014-01-23', '2013-03-01', '2012-02-10', '2010-07-01', '2009-02-12']"
CRCKSL,3504780,2.0,SUNDERLAND TRL,NORWICH CASTLE DR,ASHEN LN,526,28.0,0.28,3/19/2018 0:00,47322,,PM Crack Seal,D,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,SUNDERLAND TRL|ASHEN LN|NORWICH CASTLE DR,"['2018-03-19', '2017-05-09', '2016-04-23', '2015-06-17', '2014-07-27', '2013-05-22', '2012-04-21', '2011-07-13', '2010-09-14', '2009-04-12']"
CRCKSL,5280279,2.0,VERTEX BLVD,BAYTHORNE DR,SLAUGHTER LN E,920,18.0,0.31,3/19/2018 0:00,47332,,PM Crack Seal,C,B,C,2022.0,2019.0,2017.0,Collector,2134,2,197.0,VERTEX BLVD|BAYTHORNE DR|SLAUGHTER LN E,"['2018-03-19', '2017-08-21', '2017-04-20', '2016-10-22', '2016-04-12', '2015-12-05', '2015-05-14', '2014-08-15', '2014-01-04']"
CRCKSL,3349997,2.0,VERTEX BLVD,CHARLES MERLE DR,BAYTHORNE DR,1203,18.0,0.41,3/19/2018 0:00,47332,,PM Crack Seal,C,B,C,2022.0,2019.0,2017.0,Collector,2134,2,197.0,VERTEX BLVD|BAYTHORNE DR|CHARLES MERLE DR,"['2018-03-19', '2017-11-12', '2017-06-30', '2017-01-07', '2016-09-19', '2016-05-22', '2015-08-02', '2014-12-12', '2014-07-10']"
CRCKSL,2046225,2.0,WILEY WAY,BAYTHORNE DR,ASHEN LN,316,28.0,0.17,3/19/2018 0:00,47338,,PM Crack Seal,C,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,WILEY WAY|ASHEN LN|BAYTHORNE DR,"['2018-03-19', '2017-05-08', '2015-09-14', '2014-12-09', '2013-11-26', '2012-07-19', '2011-03-30', '2010-05-03', '2009-06-19', '2008-09-12']"
CRCKSL,3383715,2.0,WINTER HAVEN RD,BAYTHORNE DR,SUNDERLAND TRL,618,37.0,0.11,3/19/2018 0:00,47340,,PM Crack Seal,D,C,C,2022.0,2019.0,2017.0,Residential,2331,1,,WINTER HAVEN RD|BAYTHORNE DR|SUNDERLAND TRL,"['2018-03-19', '2017-01-26', '2016-01-08', '2015-01-04', '2014-01-30', '2013-02-13', '2012-08-01', '2011-07-04', '2010-10-09', '2009-09-21']"
CRCKSL,3325483,1.0,WORN SOLE DR,NESTLEWOOD DR,NESTLEWOOD DR,707,27.0,0.36,3/19/2018 0:00,47341,,PM Crack Seal,B,C,C,2020.0,2018.0,2018.0,Residential,2331,1,,WORN SOLE DR|NESTLEWOOD DR|NESTLEWOOD DR,"['2018-03-19', '2017-01-21', '2016-05-11', '2015-04-28', '2014-05-25', '2013-08-15', '2012-10-22', '2011-09-22', '2010-12-11', '2010-07-18']"
CRCKSL,5107445,2.0,ZOELLER,RIVER PLANTATION DR,BRORS DR,437,30.0,0.24,3/19/2018 0:00,47344,,PM Crack Seal,D,B,C,2022.0,2019.0,2017.0,Residential,1739,2,592.0,ZOELLER|BRORS DR|RIVER PLANTATION DR,"['2018-03-19', '2015-12-20', '2014-06-28', '2012-07-12', '2010-11-12', '2008-12-31', '2007-07-03', '2005-02-25', '2002-12-30']"
CRCKSL,5107449,2.0,ZOELLER,DALY DR,RIVER PLANTATION DR,678,27.0,0.3,3/19/2018 0:00,47344,,PM Crack Seal,C,B,B,2022.0,2019.0,2017.0,Residential,1739,2,592.0,ZOELLER|DALY DR|RIVER PLANTATION DR,"['2018-03-19', '2016-07-06', '2015-05-14', '2013-01-10', '2011-01-13', '2008-11-23', '2007-07-28', '2005-10-28', '2004-06-06']"
CRCKSL,5304958,7.0,BRITANNIC DR,CONSTANTA DR,GARAMOND LN,282,30.0,0.16,3/20/2018 0:00,47180,,PM Crack Seal,B,C,C,2020.0,2018.0,2018.0,Residential,1739,2,591.0,BRITANNIC DR|CONSTANTA DR|GARAMOND LN,"['2018-03-20', '2016-07-14', '2014-06-21', '2013-01-16', '2011-10-20', '2009-11-04', '2008-10-11', '2007-05-22', '2005-09-05']"
CRCKSL,5283139,1.0,ORTMAN DR,KEARNS DR,CANTARRA DR,305,30.0,0.1,3/20/2018 0:00,47285,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ORTMAN DR|CANTARRA DR|KEARNS DR,"['2018-03-20', '2017-05-05', '2016-08-19', '2015-11-08', '2015-03-21', '2014-05-26', '2013-03-29', '2012-06-05', '2011-09-01', '2010-08-12']"
CRCKSL,5117344,1.0,ORTMAN DR,HENNEMAN DR,KEARNS DR,276,27.0,0.06,3/20/2018 0:00,47285,,PM Crack Seal,B,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,ORTMAN DR|HENNEMAN DR|KEARNS DR,"['2018-03-20', '2017-07-07', '2016-11-22', '2016-01-12', '2015-02-01', '2013-11-21', '2012-11-11', '2012-02-21', '2010-10-24', '2009-07-28']"
CRCKSL,5283149,1.0,ORTMAN DR,CANTARRA DR,3536,847,30.0,0.48,3/20/2018 0:00,47285,,PM Crack Seal,D,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,ORTMAN DR|3536|CANTARRA DR,"['2018-03-20', '2017-02-17', '2016-06-04', '2015-04-22', '2014-07-29', '2014-01-16', '2012-10-02', '2012-01-21', '2010-07-17', '2009-08-26']"
CRCKSL,5117350,1.0,ORTMAN DR,2914,HENNEMAN DR,129,27.0,0.07,3/20/2018 0:00,47285,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ORTMAN DR|2914|HENNEMAN DR,"['2018-03-20', '2017-02-28', '2016-03-30', '2015-07-28', '2014-08-30', '2013-12-21', '2013-03-22', '2011-12-24', '2011-02-15', '2010-01-18']"
CRCKSL,5304966,1.0,CALIBRI LN,CONSTANTA DR,GARAMOND LN,279,30.0,0.16,3/20/2018 0:00,47184,,PM Crack Seal,B,B,B,2020.0,2018.0,2018.0,Residential,1739,2,591.0,CALIBRI LN|CONSTANTA DR|GARAMOND LN,"['2018-03-20', '2017-01-27', '2015-06-10', '2013-12-20', '2012-06-10', '2011-04-19', '2010-01-20', '2008-05-26', '2007-08-12']"
CRCKSL,5304961,1.0,CALIBRI LN,ARIAL DR,CONSTANTA DR,282,30.0,0.16,3/20/2018 0:00,47184,,PM Crack Seal,A,A,A,2020.0,2018.0,2018.0,Residential,1739,2,591.0,CALIBRI LN|ARIAL DR|CONSTANTA DR,"['2018-03-20', '2017-01-03', '2015-06-14', '2013-10-28', '2011-06-28', '2010-04-23', '2008-08-13', '2006-10-06', '2005-06-10']"
CRCKSL,5092305,1.0,CAVAN CT,ARMAGH DR,CUL DE SAC,161,30.0,0.09,3/20/2018 0:00,47196,,PM Crack Seal,F,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,CAVAN CT|ARMAGH DR|CUL DE SAC,"['2018-03-20', '2017-07-10', '2016-06-17', '2015-04-07', '2014-12-15', '2014-04-06', '2013-01-26', '2011-12-28', '2010-09-14', '2009-10-19']"
CRCKSL,5092276,1.0,CLACKMANNAN DR,ANTRIN TRL,KINROSS TRL,384,30.0,0.22,3/20/2018 0:00,47199,,PM Crack Seal,B,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,CLACKMANNAN DR|ANTRIN TRL|KINROSS TRL,"['2018-03-20', '2017-07-28', '2016-06-29', '2015-07-22', '2014-10-03', '2013-06-14', '2012-05-05', '2011-05-23', '2010-02-28', '2008-12-18']"
CRCKSL,5092272,1.0,CLACKMANNAN DR,CUL DE SAC,ANTRIN TRL,146,30.0,0.08,3/20/2018 0:00,47199,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,CLACKMANNAN DR|ANTRIN TRL|CUL DE SAC,"['2018-03-20', '2016-12-01', '2015-12-27', '2015-07-02', '2014-05-21', '2013-03-19', '2012-08-19', '2011-08-12', '2010-08-11', '2009-08-16']"
CRCKSL,5097239,1.0,DUNDEGAN ST,,,262,27.1,0.13,3/20/2018 0:00,47215,,PM Crack Seal,C,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,DUNDEGAN ST|nan|nan,"['2018-03-20', '2017-01-11', '2016-02-01', '2015-01-09', '2013-10-14', '2012-12-21', '2012-05-26', '2011-03-23', '2010-03-04', '2008-11-29']"
CRCKSL,5092264,1.0,ANTRIM TRL,BELLINGHAM DR,CLACKMANNAN DR,504,30.0,0.29,3/20/2018 0:00,47157,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ANTRIM TRL|BELLINGHAM DR|CLACKMANNAN DR,"['2018-03-20', '2017-04-24', '2016-07-14', '2015-08-08', '2014-05-21', '2013-09-29', '2012-11-12', '2012-05-10', '2011-04-13', '2010-05-27']"
CRCKSL,5092299,1.0,ARMAGH DR,FARMHAVEN RD,REEDSPORT TRL,217,30.0,0.12,3/20/2018 0:00,47162,,PM Crack Seal,F,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,ARMAGH DR|FARMHAVEN RD|REEDSPORT TRL,"['2018-03-20', '2017-02-07', '2016-03-23', '2015-06-12', '2014-07-19', '2012-12-25', '2011-10-05', '2010-09-08', '2009-11-24', '2008-12-07']"
CRCKSL,5092309,1.0,ARMAGH DR,CAVAN CT,PEEBLES PASS,428,30.0,0.24,3/20/2018 0:00,47162,,PM Crack Seal,C,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ARMAGH DR|CAVAN CT|PEEBLES PASS,"['2018-03-20', '2017-07-08', '2016-07-23', '2015-10-12', '2014-10-02', '2013-06-12', '2012-07-17', '2011-05-20', '2010-11-09', '2009-10-21']"
CRCKSL,5092311,1.0,ARMAGH DR,PEEBLES PASS,KING ARDINE WAY,555,30.0,0.32,3/20/2018 0:00,47162,,PM Crack Seal,C,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,ARMAGH DR|KING ARDINE WAY|PEEBLES PASS,"['2018-03-20', '2017-05-25', '2016-04-26', '2015-04-04', '2014-04-27', '2013-10-12', '2013-01-10', '2011-11-18', '2011-05-23', '2010-12-14']"
CRCKSL,5092303,1.0,ARMAGH DR,REEDSPORT TRL,CAVAN CT,268,30.0,0.15,3/20/2018 0:00,47162,,PM Crack Seal,B,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ARMAGH DR|CAVAN CT|REEDSPORT TRL,"['2018-03-20', '2017-03-29', '2016-04-23', '2015-03-31', '2013-11-17', '2012-10-24', '2012-01-25', '2010-09-23', '2009-08-27', '2008-10-24']"
CRCKSL,5097247,1.0,ARRAN ST,,,151,27.0,0.08,3/20/2018 0:00,47163,,PM Crack Seal,C,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ARRAN ST|nan|nan,"['2018-03-20', '2017-06-01', '2016-10-29', '2015-12-23', '2014-12-24', '2013-12-30', '2013-06-20', '2012-08-25', '2011-06-19', '2010-01-29']"
CRCKSL,5097294,1.0,ARRAN ST,,,1201,27.0,0.61,3/20/2018 0:00,47163,,PM Crack Seal,B,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,ARRAN ST|nan|nan,"['2018-03-20', '2016-12-04', '2016-02-10', '2015-02-26', '2014-02-15', '2012-12-12', '2011-10-05', '2010-12-07', '2010-01-02', '2009-02-21']"
CRCKSL,5097292,1.0,ARRAN ST,,,254,27.0,0.13,3/20/2018 0:00,47163,,PM Crack Seal,C,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,ARRAN ST|nan|nan,"['2018-03-20', '2016-09-20', '2015-10-14', '2014-09-03', '2013-04-05', '2012-07-05', '2011-04-16', '2010-05-26', '2009-06-20', '2008-07-27']"
CRCKSL,5092313,1.0,BELLINGHAM DR,KINCARDINE WAY,ANTRIM TRL,474,40.0,0.36,3/20/2018 0:00,47168,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Collector,2330,1,,BELLINGHAM DR|ANTRIM TRL|KINCARDINE WAY,"['2018-03-20', '2016-11-16', '2016-02-07', '2015-02-06', '2013-10-24', '2012-09-02', '2011-09-14', '2010-07-15', '2009-07-14', '2008-12-13']"
CRCKSL,5092326,1.0,BELLINGHAM DR,KINROSS TRL,BOYCE LN,171,40.0,0.13,3/20/2018 0:00,47168,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Collector,2330,1,,BELLINGHAM DR|BOYCE LN|KINROSS TRL,"['2018-03-20', '2017-03-25', '2016-09-15', '2015-07-31', '2014-04-20', '2013-04-27', '2011-09-24', '2010-07-08', '2009-07-27', '2008-10-16']"
CRCKSL,5092323,1.0,BELLINGHAM DR,ANTRIM TRL,KINROSS TRL,248,40.0,0.19,3/20/2018 0:00,47168,,PM Crack Seal,D,B,B,2020.0,2018.0,2018.0,Collector,2330,1,,BELLINGHAM DR|ANTRIM TRL|KINROSS TRL,"['2018-03-20', '2017-02-13', '2016-02-03', '2015-03-08', '2014-01-30', '2013-09-25', '2012-11-04', '2012-02-19', '2011-04-10', '2010-04-01']"
CRCKSL,5117302,1.0,HANDSOME DR,KEARNS DR,3209,389,27.0,0.2,3/20/2018 0:00,47235,,PM Crack Seal,D,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,HANDSOME DR|3209|KEARNS DR,"['2018-03-20', '2017-04-10', '2015-12-28', '2015-03-02', '2014-02-14', '2012-12-04', '2011-11-26', '2010-11-01', '2009-10-12', '2008-10-18']"
CRCKSL,5073715,1.0,HARLYN BAY RD,MINNOCH LN,KIRKLAND HILL PATH,461,28.0,0.24,3/20/2018 0:00,47236,,PM Crack Seal,A,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,HARLYN BAY RD|KIRKLAND HILL PATH|MINNOCH LN,"['2018-03-20', '2017-02-01', '2015-11-25', '2014-10-04', '2013-08-04', '2012-09-26', '2011-12-24', '2010-11-13', '2009-11-21', '2008-12-29']"
CRCKSL,5117317,1.0,KEARNS DR,PEARLMAN DR,HANDSOME DR,314,27.0,0.18,3/20/2018 0:00,47246,,PM Crack Seal,C,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,KEARNS DR|HANDSOME DR|PEARLMAN DR,"['2018-03-20', '2017-04-24', '2016-03-26', '2015-03-19', '2014-04-01', '2013-07-27', '2012-03-30', '2010-12-25', '2010-01-09', '2008-11-20']"
CRCKSL,5117320,1.0,KEARNS DR,HANDSOME DR,ORTMAN DR,407,27.0,0.21,3/20/2018 0:00,47246,,PM Crack Seal,B,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,KEARNS DR|HANDSOME DR|ORTMAN DR,"['2018-03-20', '2017-01-04', '2016-02-11', '2015-02-27', '2013-11-02', '2013-01-20', '2012-04-03', '2011-06-23', '2010-08-07', '2009-05-16']"
CRCKSL,5335002,1.0,KEARNS DR,STIRRAT ST,PEARLMAN DR,276,35.0,0.18,3/20/2018 0:00,47246,,PM Crack Seal,C,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,KEARNS DR|PEARLMAN DR|STIRRAT ST,"['2018-03-20', '2016-12-25', '2015-09-10', '2014-08-27', '2013-11-07', '2012-09-20', '2011-10-07', '2011-01-17', '2009-12-16', '2009-03-17']"
CRCKSL,5335004,1.0,KEARNS DR,ROKEBY CV,STIRRAT ST,302,37.0,0.21,3/20/2018 0:00,47246,,PM Crack Seal,D,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,KEARNS DR|ROKEBY CV|STIRRAT ST,"['2018-03-20', '2017-03-17', '2016-02-05', '2014-11-14', '2014-02-09', '2013-03-01', '2012-12-06', '2011-08-10', '2010-10-29', '2010-05-11']"
CRCKSL,5092278,10.0,KINCARDINE WAY,BELLINGHAM DR,ARMAGH DR,226,30.0,0.15,3/20/2018 0:00,47248,,PM Crack Seal,F,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,KINCARDINE WAY|ARMAGH DR|BELLINGHAM DR,"['2018-03-20', '2017-02-02', '2016-03-15', '2015-09-21', '2014-07-11', '2013-10-19', '2012-12-28', '2011-08-06', '2011-01-21', '2010-01-28']"
CRCKSL,5092282,10.0,KINCARDINE WAY,ARMAGH DR,LONG FORD TRL,271,30.0,0.15,3/20/2018 0:00,47248,,PM Crack Seal,D,B,B,2020.0,2018.0,2018.0,Residential,2330,1,,KINCARDINE WAY|ARMAGH DR|LONG FORD TRL,"['2018-03-20', '2017-08-16', '2016-10-26', '2016-02-14', '2015-05-16', '2014-09-02', '2013-05-05', '2012-05-30', '2011-03-11', '2010-04-29']"
CRCKSL,5092268,10.0,KINROSS TRL,BELLINGHAM DR,CLACKMANNAN DR,453,30.0,0.26,3/20/2018 0:00,47249,,PM Crack Seal,C,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,KINROSS TRL|BELLINGHAM DR|CLACKMANNAN DR,"['2018-03-20', '2017-07-16', '2016-07-02', '2015-10-23', '2014-10-29', '2013-11-18', '2012-10-19', '2011-12-03', '2010-08-01', '2009-06-26']"
CRCKSL,5092317,1.0,LONGFORD TRL,MANAROLA CV,CUL DE SAC,177,30.0,0.1,3/20/2018 0:00,47260,,PM Crack Seal,C,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,LONGFORD TRL|CUL DE SAC|MANAROLA CV,"['2018-03-20', '2016-10-20', '2015-09-28', '2014-10-29', '2013-11-11', '2012-11-12', '2011-06-29', '2010-09-28', '2009-08-04', '2008-09-04']"
CRCKSL,5092258,1.0,LONGFORD TRL,KINCARDINE WAY,MANAROLA CV,299,30.0,0.17,3/20/2018 0:00,47260,,PM Crack Seal,C,A,A,2020.0,2018.0,2018.0,Residential,2330,1,,LONGFORD TRL|KINCARDINE WAY|MANAROLA CV,"['2018-03-20', '2017-03-14', '2015-11-30', '2015-03-03', '2014-03-31', '2013-01-28', '2012-01-06', '2010-11-21', '2010-01-01', '2009-04-27']"
CRCKSL,5092251,1.0,LONGFORD TRL,7008,PEEBLES PASS,87,30.0,0.05,3/20/2018 0:00,47260,,PM Crack Seal,B,C,C,2020.0,2018.0,2018.0,Residential,2330,1,,LONGFORD TRL|7008|PEEBLES PASS,"['2018-03-20', '2017-02-25', '2015-12-11', '2014-08-19', '2013-05-29', '2012-08-06', '2011-04-24', '2010-04-12', '2008-12-12', '2007-11-04']"
